id,nome,indirizzo,provincia,coordinate_lat,coordinate_lon,anno_costituzione,settori_tag,capitale_sociale,valore_produzione,dipendenti,status_attivo
SU01045,TechSolutions S.R.L.,"Via Brera, 13",Milano,45.50729163137639,9.176238183831682,2024,['Automotive Tech'],17606,115466,4,True
SU01046,NanoLogic S.R.L.,"Via Brera, 3",Milano,45.4458522964345,9.174565241329839,2023,['Software & Consulenza Informatica'],113536,21740,2,True
SU01047,InnovaAnalytics S.R.L.,"Via Milano, 87",Cremona,45.13171121019279,9.972643850481305,2022,['Servizi di Informazione'],10000,122119,0,True
SU01048,BioAnalytics S.R.L.,"Via Brera, 147",Milano,45.47096050994501,9.166240989428484,2024,['Blockchain'],10000,22937,0,True
SU01049,BioLab S.R.L.,"Corso Buenos Aires, 144",Milano,45.44511367517702,9.20931551474244,2019,['IoT'],16561,42316,7,True
SU01050,DigitalWorks S.R.L.,"Via Brera, 123",Bergamo,45.691705136822605,9.693016928263123,2023,"['Servizi di Informazione', 'Software & Consulenza Informatica', 'Energia Rinnovabile']",10000,430785,5,True
SU01051,FutureVision S.R.L.,"Via Garibaldi, 10",Milano,45.46110143592705,9.1839689991593,2022,"['Salute Digitale', 'Servizi di Informazione', 'Robotica']",10000,20039,1,True
SU01052,BioDynamics S.R.L.,"Via Dante, 82",Milano,45.47737381627811,9.157821469011088,2021,['E-commerce'],17259,1848327,9,True
SU01053,FutureVision S.R.L.,"Via Manzoni, 29",Milano,45.46536920913668,9.207926203715573,2019,['Marketing Digitale'],10000,13029,0,True
SU01054,NanoAnalytics S.R.L.,"Via Brera, 121",Milano,45.515943964856774,9.217206923101012,2022,"['Biotecnologie', 'Computer e Prodotti Elettronici', 'Intelligenza Artificiale']",20523,114772,1,True
SU01055,NanoSolutions S.R.L.,"Via Milano, 103",Bergamo,45.70122374680336,9.688543550520501,2022,"['E-commerce', 'Cleantech']",26143,1136741,20,True
SU01056,BioAnalytics S.R.L.,"Via Montenapoleone, 136",Milano,45.46480695049432,9.179613132528285,2023,['Salute Digitale'],50065,37011,15,True
SU01057,DataHub S.R.L.,"Via Manzoni, 11",Como,45.80657527373444,9.07417177635803,2020,['Fabbricazione Macchinari'],10000,28604,20,True
SU01058,FutureVision S.R.L.,"Via Roma, 120",Pavia,45.18691343219261,9.16900304144702,2022,"['Biotecnologie', 'Cybersecurity']",60368,16553,1,True
SU01059,TechSolutions S.R.L.,"Via Roma, 78",Milano,45.45803702851548,9.188206848441785,2021,['Fabbricazione Macchinari'],10000,430198,10,True
SU01060,BioLab S.R.L.,"Via Roma, 120",Brescia,45.52945881030331,10.223314984366334,2022,"['Servizi di Informazione', 'Biotecnologie']",10000,385318,20,False
SU01061,SmartLab S.R.L.,"Via Garibaldi, 121",Milano,45.461748455423546,9.223792289098524,2023,"['Computer e Prodotti Elettronici', 'Ricerca e Sviluppo', 'Blockchain']",12313,163450,3,True
SU01062,SmartVision S.R.L.,"Via Dante, 143",Milano,45.46629266605063,9.218866876973413,2024,"['IoT', 'Blockchain', 'Automazione Industriale']",26092,2782,1,True
SU01063,TechVision S.R.L.,"Via Manzoni, 93",Milano,45.46360569435857,9.188928879118897,2024,['Cleantech'],10000,4522,0,True
SU01064,BioHub S.R.L.,"Via Montenapoleone, 146",Cremona,45.12738699809822,9.998951876902927,2024,"['Energia Rinnovabile', 'Marketing Digitale', 'Biotecnologie']",28192,9586,6,True
SU01065,BioSystems S.R.L.,"Via Montenapoleone, 138",Milano,45.45570713342168,9.198244413871308,2020,['Servizi di Informazione'],10000,41959,1,True
SU01066,DataLogic S.R.L.,"Via Garibaldi, 67",Milano,45.44168745775886,9.179183986165889,2020,"['Software & Consulenza Informatica', 'E-commerce']",76769,60888,2,True
SU01067,GreenDynamics S.R.L.,"Via Brera, 79",Como,45.772832968963776,9.064994057508297,2020,"['Robotica', 'Biotecnologie']",12080,127348,6,True
SU01068,SmartDynamics S.R.L.,"Via Garibaldi, 96",Brescia,45.55897308116874,10.21587384556953,2023,['Cybersecurity'],10000,4626,1,True
SU01069,BioDynamics S.R.L.,"Via Dante, 83",Milano,45.44567122201088,9.210128879798065,2023,"['Energia Rinnovabile', 'Automotive Tech', 'Marketing Digitale']",20469,29313,1,True
SU01070,GreenHub S.R.L.,"Via Roma, 95",Bergamo,45.72528946210524,9.658170657125208,2022,"['IoT', 'Cybersecurity', 'Robotica']",15167,16591,0,True
SU01071,TechHub S.R.L.,"Via Milano, 8",Bergamo,45.68292345869216,9.683305716328348,2019,['E-commerce'],13628,159441,0,True
SU01072,CyberLogic S.R.L.,"Via Roma, 139",Milano,45.482669489504424,9.175589189514,2020,"['IoT', 'Automazione Industriale']",13340,34273,4,True
SU01073,InnovaHub S.R.L.,"Via Montenapoleone, 42",Como,45.80031282854698,9.08528776523505,2025,"['Biotecnologie', 'Robotica', 'Cybersecurity']",130079,488863,6,True
SU01074,InnovaHub S.R.L.,"Corso Buenos Aires, 140",Milano,45.46538716020181,9.184755949170716,2023,"['Salute Digitale', 'Cybersecurity']",14413,49529,1,False
SU01075,InnovaLogic S.R.L.,"Via Garibaldi, 102",Bergamo,45.71016064604058,9.683741990156614,2024,"['Aerospace', 'Computer e Prodotti Elettronici']",10000,48064,3,True
SU01076,FutureSystems S.R.L.,"Via Dante, 99",Cremona,45.124585867230714,10.034212369651947,2024,"['Servizi di Informazione', 'Marketing Digitale']",22282,194897,6,True
SU01077,InnovaWorks S.R.L.,"Via Manzoni, 62",Milano,45.481786345829775,9.177208365317615,2024,['Energia Rinnovabile'],10000,2384,5,True
SU01078,CyberDynamics S.R.L.,"Via Montenapoleone, 119",Bergamo,45.680087676045915,9.69327662868547,2023,"['Fabbricazione Macchinari', 'Cybersecurity']",17050,61360,2,True
SU01079,DataLab S.R.L.,"Corso Buenos Aires, 68",Milano,45.49649536633687,9.189880912448503,2022,"['Energia Rinnovabile', 'Aerospace']",10000,549734,1,True
SU01080,NanoHub S.R.L.,"Via Garibaldi, 89",Milano,45.45748279705517,9.191043177950801,2021,['Cleantech'],11577,510707,4,False
SU01081,NanoLogic S.R.L.,"Corso Buenos Aires, 36",Milano,45.473818872765506,9.205533044863849,2022,"['Automazione Industriale', 'Intelligenza Artificiale']",17473,111398,4,True
SU01082,DigitalVision S.R.L.,"Via Roma, 58",Milano,45.47811344654574,9.172788065016478,2021,['Automotive Tech'],12512,75538,2,True
SU01083,FutureSystems S.R.L.,"Via Brera, 49",Bergamo,45.712978157637295,9.65437816079094,2023,"['Robotica', 'Servizi di Informazione', 'Automotive Tech']",10808,27632,0,True
SU01084,InnovaLab S.R.L.,"Via Milano, 106",Milano,45.47137688765187,9.153255295704206,2020,['Automotive Tech'],12568,33532,30,True
SU01085,TechLogic S.R.L.,"Via Dante, 143",Milano,45.441283177206444,9.191231888831673,2024,['Intelligenza Artificiale'],10000,16452,0,True
SU01086,SmartWorks S.R.L.,"Corso Buenos Aires, 114",Milano,45.45997115624717,9.19589068945747,2019,['Servizi di Informazione'],10000,900693,7,False
SU01087,BioSolutions S.R.L.,"Via Brera, 47",Milano,45.47983686626487,9.167783827524888,2024,"['Software & Consulenza Informatica', 'Ricerca e Sviluppo', 'Salute Digitale']",13364,269368,6,True
SU01088,DigitalWorks S.R.L.,"Corso Buenos Aires, 130",Milano,45.49290284471162,9.207822572793653,2019,"['E-commerce', 'Energia Rinnovabile']",14568,591551,4,True
SU01089,SmartWorks S.R.L.,"Via Roma, 107",Bergamo,45.680824342257836,9.66975878365636,2023,"['Software & Consulenza Informatica', 'Fabbricazione Macchinari', 'Intelligenza Artificiale']",75296,208897,5,True
SU01090,BioWorks S.R.L.,"Via Brera, 14",Cremona,45.1237505295453,9.993920381800189,2022,['Computer e Prodotti Elettronici'],22533,91020,0,True
SU01091,DigitalEngine S.R.L.,"Via Brera, 75",Brescia,45.54806787710132,10.212801802971416,2020,"['Automazione Industriale', 'Cybersecurity', 'Computer e Prodotti Elettronici']",11908,6691,1,False
SU01092,BioVision S.R.L.,"Via Brera, 131",Milano,45.44678151557205,9.206399431798406,2021,"['E-commerce', 'Ricerca e Sviluppo', 'Computer e Prodotti Elettronici']",57589,514013,3,True
SU01093,DataLogic S.R.L.,"Via Garibaldi, 138",Bergamo,45.70753894841235,9.69274017480579,2022,['Servizi di Informazione'],37007,25927,4,True
SU01094,BioLogic S.R.L.,"Via Garibaldi, 29",Milano,45.46614101971645,9.193185340451315,2020,['Salute Digitale'],10000,232751,2,True
SU01095,InnovaSolutions S.R.L.,"Via Brera, 10",Milano,45.47418790267234,9.18435615130713,2021,['Ricerca e Sviluppo'],10000,263193,3,True
SU01096,GreenHub S.R.L.,"Via Dante, 38",Milano,45.43081667013672,9.221260357857188,2021,"['Marketing Digitale', 'Servizi di Informazione', 'Automazione Industriale']",11349,51390,0,True
SU01097,SmartWorks S.R.L.,"Via Montenapoleone, 54",Milano,45.46448067467764,9.176008346070054,2022,"['Marketing Digitale', 'Salute Digitale']",14286,36891,1,True
SU01098,InnovaDynamics S.R.L.,"Via Manzoni, 128",Bergamo,45.73227440908039,9.69630572473785,2022,"['Software & Consulenza Informatica', 'Fintech']",10000,649687,3,True
SU01099,BioEngine S.R.L.,"Via Milano, 67",Cremona,45.176171945590816,10.01293338441312,2024,"['Ricerca e Sviluppo', 'E-commerce', 'Marketing Digitale']",115190,7710,1,True
SU01100,DataLogic S.R.L.,"Corso Buenos Aires, 64",Bergamo,45.70911180197644,9.701737185009643,2021,"['Intelligenza Artificiale', 'Aerospace', 'Biotecnologie']",10000,76562,3,True
SU01101,TechLogic S.R.L.,"Via Roma, 129",Milano,45.474182372962545,9.203469062166318,2020,"['Cleantech', 'Computer e Prodotti Elettronici']",10534,204848,3,True
SU01102,TechVision S.R.L.,"Via Montenapoleone, 81",Como,45.80026355695239,9.065044178918246,2019,"['Biotecnologie', 'Aerospace']",131302,5000000,2,True
SU01103,GreenLab S.R.L.,"Via Milano, 24",Milano,45.44288546529384,9.185993813882842,2023,"['Servizi di Informazione', 'IoT']",10000,800902,2,True
SU01104,SmartDynamics S.R.L.,"Via Dante, 16",Cremona,45.12974781710711,10.002362109715248,2024,['Aerospace'],10000,112978,4,True
SU01105,InnovaVision S.R.L.,"Via Brera, 18",Como,45.81259698777411,9.070600532098466,2022,"['E-commerce', 'Cybersecurity']",10000,556833,3,True
SU01106,CyberLab S.R.L.,"Via Brera, 19",Milano,45.43116241467472,9.199341625595679,2020,"['Energia Rinnovabile', 'E-commerce']",44464,95021,0,False
SU01107,InnovaVision S.R.L.,"Via Roma, 118",Milano,45.49104919778813,9.213419929864084,2021,"['E-commerce', 'Salute Digitale']",19330,14445,7,True
SU01108,DataWorks S.R.L.,"Via Roma, 98",Milano,45.424057888919464,9.176913083785298,2020,"['Cybersecurity', 'Cleantech', 'Computer e Prodotti Elettronici']",55118,75603,8,True
SU01109,BioDynamics S.R.L.,"Via Brera, 115",Milano,45.47430709261983,9.180718749397426,2023,"['Cybersecurity', 'Biotecnologie', 'Robotica']",14887,717142,0,True
SU01110,CyberSolutions S.R.L.,"Via Roma, 79",Milano,45.47590337488418,9.187255496468829,2024,['Marketing Digitale'],11734,18654,3,True
SU01111,SmartAnalytics S.R.L.,"Corso Buenos Aires, 59",Lecco,45.86668412526017,9.354753792023988,2024,"['Ricerca e Sviluppo', 'Biotecnologie']",26475,33013,1,True
SU01112,DataDynamics S.R.L.,"Via Manzoni, 74",Milano,45.459954871566524,9.187811518724054,2022,"['Energia Rinnovabile', 'Marketing Digitale']",10000,685248,2,True
SU01113,NanoSolutions S.R.L.,"Via Brera, 110",Milano,45.47075151324265,9.207592065061265,2022,"['Aerospace', 'Cleantech']",43242,956304,1,True
SU01114,SmartDynamics S.R.L.,"Corso Buenos Aires, 112",Milano,45.443260587294,9.194815511219899,2023,['Automazione Industriale'],59802,214877,7,True
SU01115,DataVision S.R.L.,"Via Dante, 131",Milano,45.44303876565419,9.179121204660568,2020,"['Salute Digitale', 'Fabbricazione Macchinari', 'Automazione Industriale']",16491,773770,3,True
SU01116,NanoVision S.R.L.,"Via Milano, 28",Bergamo,45.73112335818945,9.666801846051873,2022,"['IoT', 'Biotecnologie']",13244,48343,1,True
SU01117,DigitalHub S.R.L.,"Via Dante, 114",Milano,45.469229800693256,9.1963335931958,2023,"['Biotecnologie', 'Automotive Tech']",10000,73444,1,True
SU01118,DigitalLogic S.R.L.,"Via Brera, 1",Milano,45.468958719634436,9.23085602036813,2019,['Ricerca e Sviluppo'],24654,7449,3,True
SU01119,CyberVision S.R.L.,"Via Milano, 48",Milano,45.485426887435054,9.194024498620418,2021,['Computer e Prodotti Elettronici'],19205,7140,1,True
SU01120,FutureVision S.R.L.,"Via Milano, 130",Milano,45.46722695135026,9.193071805126895,2023,"['IoT', 'Marketing Digitale']",27628,45019,1,True
SU01121,InnovaSolutions S.R.L.,"Via Montenapoleone, 90",Como,45.821123742378056,9.084016005566909,2020,['Cybersecurity'],36698,3046,0,True
SU01122,SmartWorks S.R.L.,"Via Milano, 2",Bergamo,45.698787581948345,9.664770422232653,2022,['E-commerce'],10000,248053,0,True
SU01123,NanoLogic S.R.L.,"Via Roma, 122",Bergamo,45.69645939932822,9.672998980851748,2022,"['Computer e Prodotti Elettronici', 'Intelligenza Artificiale', 'Ricerca e Sviluppo']",11807,48635,10,True
SU01124,TechWorks S.R.L.,"Via Brera, 13",Milano,45.46427731869664,9.16168214525867,2021,['Computer e Prodotti Elettronici'],213785,42182,4,True
SU01125,BioEngine S.R.L.,"Via Milano, 129",Brescia,45.5403184736532,10.17372222936296,2022,['Cleantech'],31603,30079,7,True
SU01126,GreenSolutions S.R.L.,"Corso Buenos Aires, 126",Milano,45.456155436259806,9.18151928689375,2021,['Ricerca e Sviluppo'],54562,263602,30,True
SU01127,FutureAnalytics S.R.L.,"Via Brera, 142",Cremona,45.15793669812011,10.037242275266776,2022,['IoT'],12166,87195,3,True
SU01128,FutureLogic S.R.L.,"Via Milano, 134",Lodi,45.29917516558464,9.51658057252985,2022,['Marketing Digitale'],31372,64278,2,True
SU01129,SmartWorks S.R.L.,"Via Milano, 41",Milano,45.470864406012645,9.222942483332723,2024,['Robotica'],10000,74523,2,True
SU01130,BioHub S.R.L.,"Via Milano, 80",Milano,45.502724896672476,9.21135553185075,2023,"['Cybersecurity', 'Software & Consulenza Informatica', 'E-commerce']",71885,5000000,1,True
SU01131,DigitalAnalytics S.R.L.,"Via Milano, 103",Bergamo,45.65788810934921,9.64601896013239,2021,['IoT'],10000,214462,3,True
SU01132,NanoLogic S.R.L.,"Via Montenapoleone, 88",Brescia,45.53937774571855,10.205496833873696,2021,"['Fintech', 'Salute Digitale', 'Fabbricazione Macchinari']",72859,27258,0,True
SU01133,TechVision S.R.L.,"Via Garibaldi, 35",Milano,45.45455284010881,9.170711334648686,2023,['Software & Consulenza Informatica'],12901,11601,1,True
SU01134,InnovaEngine S.R.L.,"Corso Buenos Aires, 47",Milano,45.42743460531205,9.192191645008768,2021,['Aerospace'],57326,300640,0,True
SU01135,BioAnalytics S.R.L.,"Via Milano, 94",Milano,45.45875466855903,9.19869882434284,2022,"['Intelligenza Artificiale', 'Software & Consulenza Informatica']",10000,2446121,6,True
SU01136,TechLogic S.R.L.,"Via Garibaldi, 135",Milano,45.4423797108071,9.190663066089304,2024,"['Biotecnologie', 'IoT']",10000,9318,1,True
SU01137,FutureEngine S.R.L.,"Via Manzoni, 70",Brescia,45.53122220260363,10.232678723408455,2019,"['Cybersecurity', 'Blockchain', 'Aerospace']",17670,81518,2,True
SU01138,DigitalVision S.R.L.,"Via Manzoni, 43",Lodi,45.293087063871624,9.533745333040807,2021,['Blockchain'],74439,534186,1,True
SU01139,CyberLogic S.R.L.,"Via Montenapoleone, 42",Cremona,45.12448901158824,10.035275641992607,2024,"['Cybersecurity', 'Software & Consulenza Informatica']",10000,247118,5,True
SU01140,NanoHub S.R.L.,"Via Montenapoleone, 135",Milano,45.47461646371972,9.214443642330103,2021,"['Fintech', 'IoT']",21197,170179,3,False
SU01141,TechLogic S.R.L.,"Corso Buenos Aires, 107",Milano,45.48723241213628,9.19556519397258,2019,"['Intelligenza Artificiale', 'Fabbricazione Macchinari']",47826,17522,1,True
SU01142,FutureLab S.R.L.,"Via Roma, 63",Mantova,45.14951490982746,10.792352393130816,2022,"['Fintech', 'Servizi di Informazione']",18833,28600,3,True
SU01143,GreenVision S.R.L.,"Via Brera, 134",Como,45.797525567343264,9.09694228794142,2020,"['Computer e Prodotti Elettronici', 'Intelligenza Artificiale']",46120,221592,8,False
SU01144,DataWorks S.R.L.,"Via Brera, 85",Milano,45.46026254509674,9.176708535723666,2024,"['Fabbricazione Macchinari', 'Intelligenza Artificiale']",10000,37059,2,True
SU01145,SmartHub S.R.L.,"Via Milano, 104",Milano,45.47558387847051,9.1903431621653,2025,['Intelligenza Artificiale'],27642,1337535,1,True
SU01146,SmartAnalytics S.R.L.,"Via Brera, 135",Pavia,45.16203345546726,9.139170346795646,2021,"['Salute Digitale', 'Energia Rinnovabile']",12100,179995,1,True
SU01147,InnovaWorks S.R.L.,"Via Roma, 63",Milano,45.45956081601113,9.172075799424459,2019,"['Ricerca e Sviluppo', 'Robotica']",10000,32033,3,True
SU01148,GreenWorks S.R.L.,"Via Dante, 123",Cremona,45.10523035460411,10.036231608402776,2021,['Aerospace'],10000,68052,1,True
SU01149,GreenEngine S.R.L.,"Via Montenapoleone, 84",Bergamo,45.73134906292861,9.693372360925704,2020,"['Robotica', 'Fintech']",24573,130343,1,True
SU01150,CyberSolutions S.R.L.,"Via Roma, 16",Milano,45.45256359502326,9.186151937228486,2019,"['Ricerca e Sviluppo', 'Computer e Prodotti Elettronici']",10000,886706,5,True
SU01151,GreenSolutions S.R.L.,"Via Manzoni, 70",Bergamo,45.683567781329856,9.67646012297543,2019,"['Fintech', 'Software & Consulenza Informatica']",18607,793403,6,True
SU01152,GreenSolutions S.R.L.,"Via Dante, 18",Milano,45.43951188684476,9.158531303220188,2024,"['IoT', 'Fabbricazione Macchinari']",10000,4722,6,True
SU01153,DataLab S.R.L.,"Via Brera, 127",Bergamo,45.73152045815025,9.697421957644625,2020,"['Automotive Tech', 'Cybersecurity']",10000,318304,0,True
SU01154,DigitalSolutions S.R.L.,"Via Dante, 145",Milano,45.47819796341739,9.159468253517144,2021,['Blockchain'],10000,9974,4,True
SU01155,FutureVision S.R.L.,"Via Roma, 121",Bergamo,45.70639408225321,9.678596477975109,2020,['Automazione Industriale'],10000,846593,6,True
SU01156,InnovaDynamics S.R.L.,"Via Roma, 119",Brescia,45.531533369332145,10.173866571804588,2024,['Robotica'],11547,564482,1,True
SU01157,SmartDynamics S.R.L.,"Via Manzoni, 8",Bergamo,45.69137214022626,9.724776050078855,2024,"['Intelligenza Artificiale', 'IoT', 'Energia Rinnovabile']",10000,38243,0,False
SU01158,CyberSolutions S.R.L.,"Via Dante, 100",Milano,45.46091689133012,9.197512424634061,2024,['IoT'],18467,104150,5,True
SU01159,GreenSystems S.R.L.,"Corso Buenos Aires, 18",Milano,45.45927583046329,9.189648371027236,2024,"['Biotecnologie', 'Robotica', 'Servizi di Informazione']",10000,133409,6,True
SU01160,InnovaLab S.R.L.,"Via Dante, 89",Sondrio,46.1440142189716,9.90641041806176,2020,"['Software & Consulenza Informatica', 'Cybersecurity']",48382,2796496,2,True
SU01161,InnovaAnalytics S.R.L.,"Via Garibaldi, 120",Milano,45.43908730742274,9.185803717299013,2023,"['Intelligenza Artificiale', 'Servizi di Informazione']",15163,34390,6,True
SU01162,InnovaVision S.R.L.,"Via Dante, 148",Milano,45.461791142747174,9.197156421250398,2023,['E-commerce'],10000,56111,0,True
SU01163,DataLab S.R.L.,"Corso Buenos Aires, 16",Sondrio,46.15388977685362,9.851011969780053,2024,"['Energia Rinnovabile', 'Aerospace', 'Fabbricazione Macchinari']",124426,13503,1,True
SU01164,InnovaDynamics S.R.L.,"Via Brera, 112",Milano,45.45191094147446,9.191466196889332,2022,['Servizi di Informazione'],73166,42275,1,True
SU01165,GreenEngine S.R.L.,"Corso Buenos Aires, 14",Milano,45.49266127983623,9.181813444169173,2021,"['Biotecnologie', 'Fintech', 'Servizi di Informazione']",22318,41369,1,True
SU01166,TechHub S.R.L.,"Via Dante, 26",Brescia,45.56600164553706,10.233426393434081,2022,"['Computer e Prodotti Elettronici', 'Fintech', 'Aerospace']",10000,692143,2,True
SU01167,GreenSystems S.R.L.,"Via Dante, 137",Milano,45.488182802212165,9.185451775738848,2022,['Ricerca e Sviluppo'],34064,676670,3,True
SU01168,DataEngine S.R.L.,"Via Milano, 62",Milano,45.458116461651834,9.191255916987908,2020,"['E-commerce', 'Aerospace']",135715,29566,3,True
SU01169,SmartSystems S.R.L.,"Via Dante, 21",Milano,45.477228996720264,9.209178613771389,2021,"['Cleantech', 'Ricerca e Sviluppo']",27176,220422,1,True
SU01170,SmartSystems S.R.L.,"Via Milano, 115",Milano,45.444582813434586,9.163586328979111,2023,['Blockchain'],10000,664700,5,True
SU01171,NanoHub S.R.L.,"Via Brera, 17",Pavia,45.19480667887748,9.139816044652445,2023,"['Salute Digitale', 'E-commerce']",10000,7126,0,True
SU01172,DataHub S.R.L.,"Via Garibaldi, 109",Milano,45.480739823249884,9.173564007346924,2024,"['Computer e Prodotti Elettronici', 'Cleantech', 'Fintech']",10000,273295,1,True
SU01173,DigitalSystems S.R.L.,"Via Brera, 23",Brescia,45.55150360881697,10.199674375023013,2024,['Aerospace'],10000,238735,6,True
SU01174,GreenHub S.R.L.,"Via Milano, 136",Milano,45.461955444606346,9.166560778866208,2022,"['Fintech', 'Servizi di Informazione', 'Marketing Digitale']",17231,129729,3,True
SU01175,NanoSolutions S.R.L.,"Via Roma, 7",Bergamo,45.728441940675275,9.690589884201456,2019,['Intelligenza Artificiale'],10000,23529,2,True
SU01176,GreenSolutions S.R.L.,"Via Montenapoleone, 124",Milano,45.48224174228956,9.211029659224653,2024,"['Biotecnologie', 'Robotica']",10000,534130,0,True
SU01177,InnovaVision S.R.L.,"Corso Buenos Aires, 13",Milano,45.49648595716379,9.213901697792679,2022,['Computer e Prodotti Elettronici'],31431,1570064,15,True
SU01178,BioLab S.R.L.,"Via Milano, 70",Milano,45.410856208241896,9.202672636562482,2021,['E-commerce'],10000,45425,1,True
SU01179,BioSystems S.R.L.,"Via Montenapoleone, 73",Brescia,45.56379544762718,10.197014825510319,2019,"['Automazione Industriale', 'Biotecnologie', 'Servizi di Informazione']",52189,161750,0,True
SU01180,BioSystems S.R.L.,"Corso Buenos Aires, 20",Brescia,45.54243602900171,10.203610638828438,2022,"['Robotica', 'E-commerce', 'IoT']",28357,297861,1,True
SU01181,InnovaVision S.R.L.,"Via Roma, 132",Milano,45.46385365035443,9.197117032183018,2023,"['Aerospace', 'Software & Consulenza Informatica']",11719,33022,2,True
SU01182,BioSolutions S.R.L.,"Via Dante, 65",Sondrio,46.16554189103809,9.855249431749803,2019,"['Fabbricazione Macchinari', 'Salute Digitale']",66155,630935,1,True
SU01183,DigitalDynamics S.R.L.,"Via Roma, 37",Brescia,45.52367551206364,10.21240977628571,2025,"['Intelligenza Artificiale', 'E-commerce']",32756,54726,1,False
SU01184,BioWorks S.R.L.,"Via Garibaldi, 85",Milano,45.47585861014683,9.171113583297423,2024,"['Fabbricazione Macchinari', 'Aerospace', 'Robotica']",28104,69709,4,True
SU01185,NanoAnalytics S.R.L.,"Corso Buenos Aires, 35",Milano,45.44086615608121,9.212810326696923,2020,"['Robotica', 'Automazione Industriale']",10000,2333488,0,True
SU01186,GreenDynamics S.R.L.,"Via Garibaldi, 21",Milano,45.41809394191317,9.213362337669713,2022,['E-commerce'],10000,1342485,4,True
SU01187,DataLab S.R.L.,"Via Manzoni, 122",Brescia,45.51073766290378,10.191734210178087,2023,"['Servizi di Informazione', 'Cybersecurity']",58945,146632,4,False
SU01188,FutureWorks S.R.L.,"Via Dante, 110",Milano,45.48225241357465,9.16457256297867,2023,"['Energia Rinnovabile', 'E-commerce']",11834,59573,8,True
SU01189,CyberEngine S.R.L.,"Via Roma, 55",Como,45.79660405407506,9.098655236818013,2023,['Cybersecurity'],42364,149032,7,True
SU01190,DigitalHub S.R.L.,"Via Montenapoleone, 10",Milano,45.48040644568407,9.186524539061587,2020,"['Computer e Prodotti Elettronici', 'Marketing Digitale']",22896,211858,3,True
SU01191,SmartEngine S.R.L.,"Via Montenapoleone, 147",Milano,45.447710515215185,9.178640476680858,2022,['Ricerca e Sviluppo'],14265,5828,0,True
SU01192,NanoEngine S.R.L.,"Via Brera, 103",Milano,45.47632241833815,9.185555531839062,2022,"['IoT', 'Cybersecurity']",11952,28883,5,True
SU01193,InnovaWorks S.R.L.,"Via Brera, 61",Milano,45.42989361462302,9.216035855332908,2021,"['Marketing Digitale', 'E-commerce']",136491,13108,9,True
SU01194,BioSystems S.R.L.,"Via Brera, 18",Milano,45.42399744536437,9.19422327069525,2022,"['Cleantech', 'Biotecnologie']",16059,25023,3,True
SU01195,CyberAnalytics S.R.L.,"Via Milano, 14",Brescia,45.53051832106051,10.234905272718136,2019,['Fintech'],14665,110859,1,True
SU01196,TechHub S.R.L.,"Via Milano, 119",Milano,45.46514645477996,9.191034984069837,2024,"['Intelligenza Artificiale', 'Marketing Digitale']",11890,73561,5,True
SU01197,NanoSystems S.R.L.,"Via Montenapoleone, 69",Bergamo,45.66837809017211,9.607399095550228,2022,"['Cybersecurity', 'Fintech']",15052,90768,7,True
SU01198,InnovaEngine S.R.L.,"Corso Buenos Aires, 57",Brescia,45.548762853556084,10.229057921044706,2020,"['E-commerce', 'Fintech']",10000,223021,4,True
SU01199,InnovaSolutions S.R.L.,"Via Roma, 30",Lecco,45.859602063823104,9.390136096943792,2025,"['IoT', 'Biotecnologie']",10000,25826,2,False
SU01200,InnovaLab S.R.L.,"Via Dante, 41",Milano,45.5066201844054,9.19785007819041,2021,['Servizi di Informazione'],23947,29477,4,True
SU01201,GreenWorks S.R.L.,"Via Milano, 56",Milano,45.48471852129648,9.202100929715554,2025,['Fintech'],10000,74099,6,True
SU01202,DataAnalytics S.R.L.,"Via Dante, 106",Milano,45.48926302801704,9.199758255042557,2020,"['E-commerce', 'IoT']",21857,26333,3,True
SU01203,DigitalLogic S.R.L.,"Via Dante, 93",Milano,45.429525035415445,9.157181558847636,2021,"['Computer e Prodotti Elettronici', 'Salute Digitale']",10000,25138,1,True
SU01204,DataEngine S.R.L.,"Via Montenapoleone, 96",Milano,45.47811939886562,9.197058566865802,2024,['Fabbricazione Macchinari'],10000,132218,10,True
SU01205,InnovaLab S.R.L.,"Via Roma, 36",Milano,45.47770424860827,9.16989784998324,2023,['Servizi di Informazione'],10000,70885,3,True
SU01206,CyberVision S.R.L.,"Via Montenapoleone, 46",Como,45.83329235978338,9.085033676739593,2023,['IoT'],20521,61778,2,True
SU01207,DataSolutions S.R.L.,"Via Milano, 142",Milano,45.44060172075013,9.207360617138214,2022,"['Intelligenza Artificiale', 'Blockchain', 'Cybersecurity']",13293,660938,1,False
SU01208,FutureAnalytics S.R.L.,"Via Milano, 38",Milano,45.49552270520034,9.17829421262032,2021,"['Blockchain', 'Energia Rinnovabile']",34039,477565,0,True
SU01209,GreenSystems S.R.L.,"Via Manzoni, 46",Brescia,45.53950291570659,10.210653384575838,2022,['Automotive Tech'],10000,1041817,1,True
SU01210,NanoSolutions S.R.L.,"Via Garibaldi, 125",Milano,45.462342913657814,9.169994382349227,2024,"['Automazione Industriale', 'Computer e Prodotti Elettronici']",15208,20222,3,True
SU01211,NanoLab S.R.L.,"Corso Buenos Aires, 79",Bergamo,45.64540608211581,9.632223555846833,2021,"['Marketing Digitale', 'Servizi di Informazione']",73123,210047,1,True
